dat[, 2] - dat[, 1]	gene_symbols	ensg_ids
0.0215258195174668	RNU6-428P	ENSG00000199812.1
-0.0426164961240284	RP11-709D24.5	ENSG00000261789.1
-0.103925300581784	RP11-369E15.3	ENSG00000254092.1
0.636326822465828	TMEM143	ENSG00000161558.8
-0.0348030262512632	LINC00636	ENSG00000240423.1
-0.297931312540832	Metazoa_SRP	ENSG00000278732.1
-0.658112299731115	RN7SL560P	ENSG00000264438.2
0.638023829248613	BMP2KL	ENSG00000204113.6
0.939414290497032	RNU6-820P	ENSG00000207000.1
-0.215744845027814	RP11-1007J8.1	ENSG00000254131.1
-0.140045871511355	RP1-86D1.3	ENSG00000279776.1
0.17297961470994	RP11-638L3.4	ENSG00000264104.1
0.285249914973109	SERTAD2	ENSG00000179833.4
-0.410400447892043	ALDOB	ENSG00000136872.15
1.55717257507282	OTUD1	ENSG00000165312.6
-0.823582202488637	ST3GAL6	ENSG00000064225.10
-0.498488724312971	RP11-861E21.1	ENSG00000267108.1
-0.0269951939522888	AC010739.1	ENSG00000221372.1
1.0902962010511	GPR114	ENSG00000159618.13
-0.0366389544811123	PKP2	ENSG00000057294.11
0.725357350851341	RP11-809N15.2	ENSG00000227535.2
0.618443582936967	RNU6-453P	ENSG00000252628.2
1.11102449715952	TRIM51HP	ENSG00000166007.11
0.446978812290889	AL031653.1	ENSG00000221726.2
-1.2624253251179	AP005242.1	ENSG00000278923.1
-0.798634713593391	KRT1	ENSG00000167768.4
-0.222308233418289	CTD-2591A1.1	ENSG00000280159.1
-0.427097173009045	IGHV3-43	ENSG00000232216.1
-0.0118412175255421	RP11-114O18.1	ENSG00000273406.1
-0.654242875137064	RNU6-1273P	ENSG00000199903.1
-0.147624536539086	RNA5SP218	ENSG00000200058.1
0.0197286438470013	RP5-1025A1.3	ENSG00000275358.1
1.06679101708034	ECEL1	ENSG00000171551.9
-0.196121500940319	RP11-173L6.1	ENSG00000266460.1
0.0432012852609163	AP002495.1	ENSG00000264091.1
0.531512710320812	AL360178.1	ENSG00000238921.2
-0.421477819750815	AC007682.3	ENSG00000274815.1
-0.334283677984543	CTD-3099C6.5	ENSG00000269349.1
-0.60441714434763	RP11-203L2.3	ENSG00000236998.2
1.05307798651251	RP11-539L10.2	ENSG00000246526.2
-0.746801114088108	AP006222.1	ENSG00000241670.3
0.871199556705226	ZWILCH	ENSG00000174442.9
0.605195408466594	RNA5SP128	ENSG00000202175.1
-0.0980595208769055	SLC45A4	ENSG00000022567.7
0.768056911847142	RP11-212F11.1	ENSG00000249848.1
-0.5103097310437	uc_338	ENSG00000277826.1
1.55418386425351	MTND5P14	ENSG00000230225.1
-0.825474410323879	IGSF11-AS1	ENSG00000239877.2
-0.145919359467869	U8	ENSG00000201398.1
-0.255284889078737	MON1B	ENSG00000103111.12
0.257580302473069	RP11-265E18.1	ENSG00000272905.1
1.15039173295637	RTN2	ENSG00000125744.9
0.678850077701336	RARRES2P7	ENSG00000260812.1
0.534696918035425	FMO7P	ENSG00000230231.1
0.272529770235616	RP11-76I23.7	ENSG00000231880.2
-0.147417221726175	AC006458.3	ENSG00000227489.1
-0.284359204215185	LILRP1	ENSG00000186152.6
0.885286467372155	RWDD2A	ENSG00000013392.7
-0.1753857053292	LINC00592	ENSG00000258279.2
0.668119297079277	ENTPD1-AS1	ENSG00000226688.4
-0.374191744022283	LINC01181	ENSG00000250929.2
-0.753361749374908	AC096670.3	ENSG00000204581.2
0.083257072121931	AC092287.1	ENSG00000265515.1
-0.37928451171077	RP11-569A11.2	ENSG00000225620.1
0.0628494719783374	RP11-760D2.1	ENSG00000225488.1
0.0205155476059548	PRR23A	ENSG00000206260.3
0.0964598655050373	GFOD1-AS1	ENSG00000237786.1
1.65051080888488	RP11-624L4.1	ENSG00000259345.3
-0.843045823456718	SCFD2	ENSG00000184178.13
-0.372180829454529	TMEM155	ENSG00000164112.10
1.46438649507057	TOMM40	ENSG00000130204.10
0.422040104309398	PHEX	ENSG00000102174.8
0.267934495775859	RP5-1153D9.5	ENSG00000280387.1
-0.114630580626086	RP11-544M22.3	ENSG00000232879.2
3.34361883254932	SFTPD	ENSG00000133661.13
0.304480128860009	ADTRP	ENSG00000111863.10
0.355153873982714	NDUFAF2	ENSG00000164182.8
2.42199159880459	RP11-435I10.5	ENSG00000271623.1
0.714690259532452	RP3-522J7.7	ENSG00000279345.1
0.180845861652859	DCDC2C	ENSG00000214866.5
-0.494230346005461	RP11-407P15.2	ENSG00000259916.1
0.154842570221258	RNA5SP503	ENSG00000252856.1
-0.320952603628365	GPRASP1	ENSG00000198932.10
0.355563539212174	PCNPP2	ENSG00000225856.2
1.22736715458368	RNA5SP37	ENSG00000202290.1
0.839368916016383	OR1S1	ENSG00000172774.7
0.285085502990412	CTD-2517M22.16	ENSG00000254578.1
-0.500740195073653	RP11-430C7.4	ENSG00000240710.1
0.903561561591693	CTD-2616J11.14	ENSG00000268889.1
-1.59207308993087	DEFB124	ENSG00000180383.3
-0.0773153733616056	MYOM2	ENSG00000036448.7
1.46102712048583	SMARCE1P1	ENSG00000225215.1
0.71509994010124	RP11-109L13.5	ENSG00000254678.1
-0.266143273172346	RP11-416A17.6	ENSG00000257246.1
1.1229956827396	NOTUM	ENSG00000185269.9
0.031998182138911	RP11-1046B16.3	ENSG00000273797.1
-0.758946190577208	LHX5	ENSG00000089116.3
-1.18824026754668	MIR4487	ENSG00000264583.1
0.769393017304465	AC079325.6	ENSG00000231027.1
0.304862447314667	S1PR5	ENSG00000180739.13
-0.281196494911833	EVX1	ENSG00000106038.10
-0.234060768886188	MAP9	ENSG00000164114.16
0.898160439267682	RNU7-147P	ENSG00000238698.1
-0.431963735853569	AC020550.7	ENSG00000231699.1
0.733675169290536	RP11-430H12.2	ENSG00000224570.1
0.357966598469747	RP1-274L7.3	ENSG00000271677.1
0.652283057213398	FOXP1	ENSG00000114861.16
0.624093832112902	OR5L2	ENSG00000205030.1
-0.206425647133036	PLCE1	ENSG00000138193.12
-0.377568081306277	PRAMEF4	ENSG00000243073.3
0.411457599177485	BEX2	ENSG00000133134.9
0.988342211737606	RAD17	ENSG00000152942.16
-0.414397108728039	RP11-550F7.1	ENSG00000240809.1
-0.597591959455472	AC005086.2	ENSG00000280004.1
-0.84274589283653	RP4-740C4.7	ENSG00000272420.1
-0.310827274401869	AL022314.1	ENSG00000252142.1
0.748084795860717	CICP17	ENSG00000227233.1
-0.30255003485362	RP11-686D22.5	ENSG00000267711.1
-0.19189831498347	CTA-212A2.4	ENSG00000279927.1
-0.302415720266613	DGCR11	ENSG00000273311.1
0.228684873163763	SETDB2	ENSG00000136169.14
-1.11315794960305	RP13-554M15.2	ENSG00000279700.1
0.177979350550983	PDIA2	ENSG00000185615.13
-0.435732855124001	DESI2	ENSG00000121644.16
-0.183013863789331	COX17	ENSG00000138495.4
0.0695585617996692	PAX3	ENSG00000135903.16
-0.480339471246643	PSORS1C3	ENSG00000204528.3
0.297706371779598	RP11-588F10.1	ENSG00000251286.2
0.704931954061688	RP11-771F20.1	ENSG00000239344.1
-0.266707489055361	MIR8075	ENSG00000277942.1
0.135655263661395	CTD-2342N23.3	ENSG00000272456.1
-0.428091428330755	TMEM98	ENSG00000006042.9
1.72287701488466	NLGN2	ENSG00000169992.7
-0.128314986070186	CTD-2561B21.3	ENSG00000262662.1
-0.339681158979721	HSPA8P15	ENSG00000219395.2
0.0793969097233587	OR4A7P	ENSG00000255349.1
1.7487841421843	SETD6	ENSG00000103037.9
0.147529548893616	EIF3LP3	ENSG00000226086.5
-1.25670314006829	AP001626.2	ENSG00000235023.1
0.471365470004278	FAM89B	ENSG00000176973.7
0.901620778106603	RNU6-132P	ENSG00000206590.1
-0.121275270774222	IGLJ6	ENSG00000211682.2
-0.995576335353578	RP11-740P5.3	ENSG00000231630.1
0.524492214038097	CTD-2266L18.1	ENSG00000249514.1
1.08867401519379	PHF1	ENSG00000112511.15
0.0302423429143364	MED8	ENSG00000159479.14
0.119951603331541	ZNF781	ENSG00000196381.8
0.780258401456475	RP11-759A9.2	ENSG00000254392.1
-0.168404707204882	RNU6-1329P	ENSG00000202534.1
-0.0441428977420474	CTD-2050N2.1	ENSG00000259221.3
0.50856410829754	AC103563.9	ENSG00000231062.1
-0.855407328980007	CTC-425K20.1	ENSG00000253946.1
-0.0903077437763149	ANKMY1	ENSG00000144504.13
-0.193818617002933	VSTM2A	ENSG00000170419.8
1.08728030776208	SERTAD1	ENSG00000197019.4
-0.528219185382039	PRKG2	ENSG00000138669.7
0.715953519177001	GUCY1A3	ENSG00000164116.14
1.0817987241423	MESTP3	ENSG00000250927.1
0.382428509398039	FBXO45	ENSG00000174013.7
0.291594828127368	PSMB6	ENSG00000142507.7
1.16199158729309	RP11-8J23.1	ENSG00000235110.5
0.256560893263293	RP11-339A11.3	ENSG00000277670.1
1.35289365666855	AC002383.2	ENSG00000227863.2
-1.08769992392707	RP11-177C12.4	ENSG00000251332.1
0.570601529380814	RP11-605F22.2	ENSG00000259235.1
0.751722308664142	RP13-582L3.4	ENSG00000258507.1
1.72778214019301	TMEM52	ENSG00000178821.10
-0.0125319934568309	RPS2P24	ENSG00000244019.1
1.6216225333169	JAM2	ENSG00000154721.12
0.808694267206125	RP11-310P5.2	ENSG00000250385.1
-0.378041745120638	PCDH8P1	ENSG00000225510.2
0.187784487802617	PSMA2P2	ENSG00000251234.1
0.127041626966271	RP11-132A1.3	ENSG00000232301.1
-0.0132487388846663	RP11-474P2.7	ENSG00000278896.1
-0.289543367588565	RP11-381K7.1	ENSG00000227851.1
1.21517206134244	RP11-325E14.5	ENSG00000225715.1
-0.18131019497243	UROC1	ENSG00000159650.6
0.0684185911503715	GCNT4	ENSG00000176928.5
-0.954280976825457	AC012506.2	ENSG00000233714.1
-0.243270794036603	Y_RNA	ENSG00000201529.1
-0.267832874141947	RN7SL541P	ENSG00000240250.3
0.556110737136269	MIR8081	ENSG00000277889.1
-2.17799446551197	KLK8	ENSG00000129455.13
0.0576285065081722	RP1-161C16.1	ENSG00000216902.3
-0.529099799535164	AC011357.1	ENSG00000265875.1
0.147024978533017	MTF2	ENSG00000143033.15
-0.65694718436506	RP11-1017G21.4	ENSG00000258959.1
0.138386759270043	NOBOX	ENSG00000106410.12
0.0272198971273554	RP11-290L1.4	ENSG00000257941.1
0.808582462869166	RBM15B	ENSG00000259956.1
0.0243861706094655	PIH1D2	ENSG00000150773.8
0.210733870510998	RP11-73G16.1	ENSG00000251249.1
-0.372210995224476	KRT18P61	ENSG00000267083.1
0.955158930484102	RP11-95H3.1	ENSG00000259847.1
-0.0666142364359754	ANP32BP1	ENSG00000259790.1
-0.203994083620087	PCGF7P	ENSG00000268140.1
0.957172317443333	RP11-526D8.7	ENSG00000226668.3
0.945164141550571	LA16c-431H6.7	ENSG00000278987.1
0.0216075352616419	CTB-179I1.1	ENSG00000250006.2
-0.480790506675912	VN1R53P	ENSG00000236313.1
-1.29852379602091	TRAV17	ENSG00000211797.2
-0.045185003449155	OR52E1	ENSG00000273085.1
-0.428361164264977	RP11-106M3.2	ENSG00000260729.1
0.633169286737902	MT1A	ENSG00000205362.8
-1.58997075709972	RP5-940J5.8	ENSG00000245667.2
1.50718116552502	HIST2H3PS2	ENSG00000203818.6
0.701788310563787	RP6-91H8.1	ENSG00000258517.1
-0.0637956328674969	RP11-554A11.9	ENSG00000259799.1
0.382608426476195	ATP2A1	ENSG00000196296.11
-0.107865260675003	FAM174A	ENSG00000174132.8
-0.355368310231605	DPY19L1P2	ENSG00000231952.3
0.3299312959057	CCM2L	ENSG00000101331.13
0.929006745324563	CWC15	ENSG00000150316.9
-0.921390166433931	RP11-424M24.3	ENSG00000279123.1
-0.499533852030347	RNU1-129P	ENSG00000206791.1
1.1539534697673	RP11-201A3.1	ENSG00000261182.1
0.386308159974709	IGHV5-78	ENSG00000211978.2
-0.232218124926044	AL592205.1	ENSG00000212039.1
1.08049514243416	NCAPG	ENSG00000109805.7
0.726516068446631	RP11-93H24.3	ENSG00000273723.1
1.13392144333112	ZNF66	ENSG00000160229.9
0.836468169952834	RP11-686D22.7	ENSG00000267102.1
0.195438857905662	RP11-84C13.2	ENSG00000270720.1
0.163277529243166	CTD-3195I5.4	ENSG00000262358.1
-0.665613432114554	RP11-433B3.1	ENSG00000250594.2
0.187852122114519	RP11-401N18.1	ENSG00000271148.1
1.4388983466547	TMCO1	ENSG00000143183.14
-0.360580773591409	SPDYE6	ENSG00000260097.2
-1.31835882017798	RP11-495K9.10	ENSG00000279455.1
0.515660826910555	RAB5C	ENSG00000108774.12
0.260155876340733	AC007386.3	ENSG00000227394.1
0.267882343819147	FAHD2B	ENSG00000144199.9
-2.02291770243804	UPP1	ENSG00000183696.11
-0.195681027481712	MIR6861	ENSG00000273826.1
-0.141642414763639	AP001610.5	ENSG00000228318.2
-0.274024189573431	AL136221.1	ENSG00000275261.1
-1.10852359737918	CTD-3128G10.6	ENSG00000269680.1
-0.622928093439291	AC093323.1	ENSG00000279859.1
0.732159214361384	ZNF815P	ENSG00000235944.5
-0.83695532290255	CTC-360J11.7	ENSG00000274219.1
-0.714903237763072	RNA5SP36	ENSG00000222129.1
0.634953856136003	RP3-453C12.15	ENSG00000277022.1
-0.518309210558223	RPL36P2	ENSG00000231302.1
0.125701541116536	HAVCR1P1	ENSG00000268442.1
0.275626323900392	RPS3AP17	ENSG00000244031.3
-0.573635957633581	SIGLEC26P	ENSG00000268957.1
-1.30632313062636	LL22NC03-24A12.8	ENSG00000231392.1
-1.6122185660176	AMN	ENSG00000166126.8
-0.0648150738855136	PSPC1P1	ENSG00000227879.2
1.84177110096143	RP11-54O7.17	ENSG00000272512.1
0.776369978309925	MRPL57P7	ENSG00000254312.1
0.119418575775493	AF096876.1	ENSG00000259981.1
0.000113617021098744	KDM5B	ENSG00000117139.14
-0.929185931883426	AC011530.4	ENSG00000268434.3
0.886532290991979	Y_RNA	ENSG00000200208.1
-1.39592257557335	STPG1	ENSG00000001460.15
0.809337290751701	CTSA	ENSG00000064601.14
0.218084168022579	ASIP	ENSG00000101440.7
2.60915051790851	MIR1184-3	ENSG00000221190.1
0.60411348243776	NXT2	ENSG00000101888.9
0.522845613008103	FHOD1	ENSG00000135723.11
0.626456906966573	PCMTD1	ENSG00000168300.11
-0.765335779806	RP1-67A8.3	ENSG00000234206.3
0.0926526136281733	OR14A16	ENSG00000196772.3
-0.250176038668627	NDUFS5P6	ENSG00000255531.1
-0.127367874557792	HELZ2	ENSG00000130589.14
-0.101149941319943	AD000684.2	ENSG00000268947.1
-0.116762377482076	RP11-573D15.1	ENSG00000231982.1
0.721413782703154	RP11-367E12.4	ENSG00000253833.1
-0.462502540872198	RP11-857B24.3	ENSG00000258509.1
-0.675636526919796	AACSP1	ENSG00000250420.6
1.02271721753672	COX7A2P2	ENSG00000236764.4
-1.29482804559215	FAM188B	ENSG00000106125.14
-0.536991729849787	MRS2P2	ENSG00000257802.1
0.491269955291724	FRMD8	ENSG00000126391.11
0.829686458437712	AC013733.3	ENSG00000234595.1
1.39382600291225	AC009014.3	ENSG00000271824.1
0.500667307458434	RP4-800J21.3	ENSG00000218018.2
0.0287831953058317	ZNF767P	ENSG00000133624.11
0.473615613394149	CTD-2060F24.1	ENSG00000253801.2
-0.581228713779708	RP11-430L16.1	ENSG00000234238.1
0.488423564740472	SEC22A	ENSG00000121542.9
1.7432598167789	AP5S1	ENSG00000125843.8
-0.684818207535373	RPS29P12	ENSG00000243664.1
0.467238266938735	VRK3	ENSG00000105053.8
0.82110945370419	RP1-197J16.1	ENSG00000235976.2
-0.0544176322382268	SRSF10P1	ENSG00000267717.1
-1.51575881830627	AC093642.6	ENSG00000232002.1
0.426835967427526	KRTAP2-3	ENSG00000212724.3
-0.451132466869773	SNORD99	ENSG00000221539.1
-0.779162370011714	CH507-39O4.2	ENSG00000279064.1
-0.295229204360472	RP11-56P9.6	ENSG00000254920.1
1.17673619669212	NDUFAF4P4	ENSG00000231378.1
-0.226314465175547	RP11-361A23.1	ENSG00000257323.1
0.33615673818161	VENTXP3	ENSG00000257364.1
1.44509515579993	SLC2A1	ENSG00000117394.17
-0.871042826060225	C6orf229	ENSG00000260286.2
0.486505698017254	RP11-96K19.4	ENSG00000261654.1
-0.256050927856969	MIR8076	ENSG00000275670.1
-0.0223718722961448	RP11-745C15.2	ENSG00000234707.2
0.616186748719886	RP11-774O3.3	ENSG00000251615.3
-0.23474713982475	RP11-622O11.4	ENSG00000254227.1
-0.556772105979559	RP11-403B2.5	ENSG00000259443.1
0.25018003197306	RP11-624D20.1	ENSG00000241537.1
-0.729976216431027	MUSK	ENSG00000030304.10
-0.151256253742456	RP11-144G6.13	ENSG00000270369.1
0.285026527543287	RP11-1078H9.1	ENSG00000258678.1
-0.462041225380749	POLR2LP	ENSG00000238211.1
0.746732763299043	APOOP4	ENSG00000248122.1
-0.822142140661078	RNA5SP465	ENSG00000212497.1
-1.22329741004216	RP11-334C17.6	ENSG00000275479.1
0.0828746681774053	CTD-2311B13.9	ENSG00000278301.1
-0.661908652218984	WASH4P	ENSG00000234769.6
-1.02568063588012	METTL7A	ENSG00000185432.11
0.29425923792761	SPINK1	ENSG00000164266.8
1.15951028086376	DGKD	ENSG00000077044.7
-0.15493878455347	HCG27	ENSG00000206344.6
0.870241839255458	GNAS-AS1_4	ENSG00000274491.1
1.55512451920492	RN7SL521P	ENSG00000240877.3
1.10281379924237	AQP3	ENSG00000165272.12
0.473792712801992	RP11-662M24.1	ENSG00000256343.5
0.10964976813431	MASP2	ENSG00000009724.14
-0.849261951579903	FOXD2-AS1	ENSG00000237424.1
-0.0214902681254316	RP1-283K11.2	ENSG00000234567.1
1.26023191901575	RPRM	ENSG00000177519.3
-0.792622034667018	AC084262.2	ENSG00000263392.1
0.156110108134923	SPAG11B	ENSG00000164871.15
-0.00400115370330945	RP11-669B22.1	ENSG00000253222.1
0.0205101336659915	RP11-365F18.1	ENSG00000228360.1
0.943637905606878	CHAC1	ENSG00000128965.9
-0.679459328288815	MTND1P11	ENSG00000228166.1
1.03872700645092	RP11-1437A8.2	ENSG00000260414.1
0.464203448403517	GPX1P2	ENSG00000215326.3
-0.0456917161735614	MIR8074	ENSG00000278617.1
0.349974612501824	RNU5E-7P	ENSG00000202160.1
-0.351243922770279	OR2U2P	ENSG00000242524.1
1.28575841262477	TENM4	ENSG00000149256.12
0.0179950019259112	AC012363.7	ENSG00000236878.1
-0.638854892602874	RP11-406A9.2	ENSG00000258743.3
0.0593983003639048	GRAMD1C	ENSG00000178075.17
0.33551797092958	H6PD	ENSG00000049239.10
0.355976811352127	PPOX	ENSG00000143224.15
-0.367549725126639	LINC01429	ENSG00000227964.1
0.847983322904944	RP11-80F22.8	ENSG00000261733.1
0.797044521401657	GLI3	ENSG00000106571.10
0.0734709279537877	AC073333.1	ENSG00000280130.1
0.716146412849584	ADIRF-AS1	ENSG00000272734.1
-0.237535799055733	RNU6-1206P	ENSG00000252148.1
-0.0911973301641685	RP11-522L3.5	ENSG00000228316.1
-0.0813157554384789	RP3-347M6.1	ENSG00000223819.2
-1.22390003113956	AC079080.1	ENSG00000221523.1
-0.0195089293287881	KCNE4	ENSG00000152049.6
1.1839258378863	RP11-364B14.3	ENSG00000230707.1
0.0983825417462259	EIF1P5	ENSG00000266563.1
-0.368328681479738	RP11-774G5.1	ENSG00000248921.1
-0.732087187207452	DAP3P1	ENSG00000225082.2
0.085011905424599	Hammerhead_HH9	ENSG00000276730.1
-0.387847688844722	RP11-304L19.11	ENSG00000261663.1
0.209607456684709	Y_RNA	ENSG00000206816.1
2.30416153247793	FAM217B	ENSG00000196227.8
0.500886668499627	RP11-359P5.1	ENSG00000249996.1
-1.00771866936246	CTB-1H10.1	ENSG00000248842.1
0.809196167786199	AC139143.2	ENSG00000230080.2
0.251791456785904	FCGR2B	ENSG00000072694.16
0.302245642317635	LAMTOR4	ENSG00000188186.8
-0.196720891115614	PCDHGB8P	ENSG00000248449.2
-0.5037923718869	VN1R7P	ENSG00000275592.1
-0.4256534727491	CTD-2254N19.1	ENSG00000248935.1
-0.995052312132057	KRT8P10	ENSG00000231203.1
-0.372471337722561	CTD-2207L17.1	ENSG00000241809.1
-0.714421369394858	RNU7-90P	ENSG00000238731.1
0.118491991349393	SMAP1	ENSG00000112305.12
0.535238682143452	OR4R2P	ENSG00000255560.1
-0.0897193129489116	ASS1P2	ENSG00000223922.1
-0.531378987994866	RP11-861E21.2	ENSG00000267199.1
1.19056740270575	RNU6-208P	ENSG00000199301.1
1.11474878843979	RLN1	ENSG00000107018.7
0.102650439154905	RP11-20O24.4	ENSG00000244716.3
-0.195078259149075	IGHV1-12	ENSG00000254174.1
0.158570744288272	RN7SL193P	ENSG00000239679.3
-0.243111174579409	CKBP1	ENSG00000260889.1
-0.438693381841458	PPIAP27	ENSG00000234363.1
-0.174840115538311	RP11-44I10.5	ENSG00000260688.1
-0.231479053862091	RP11-335E14.1	ENSG00000223905.1
-0.126099312546347	RP11-1042B17.1	ENSG00000244756.1
-1.22185911478152	RP11-296E23.2	ENSG00000265948.1
0.687671792962923	GRAMD4P8	ENSG00000270930.1
1.57461627185193	EVPL	ENSG00000167880.5
-0.660976459987959	RDH12	ENSG00000139988.7
-1.4589373018091	SMIM2	ENSG00000139656.6
-0.559137092291291	AC073257.1	ENSG00000232140.1
0.926499388310948	IL27RA	ENSG00000104998.3
0.455048038466034	SRGAP2-AS1	ENSG00000230806.1
-0.497640823856465	XXbac-BPG252P9.9	ENSG00000272540.1
0.0372311904432266	BRDT	ENSG00000137948.16
-0.162268066742227	AC010319.1	ENSG00000222805.1
-0.636825306487955	CTD-2196E14.3	ENSG00000261723.1
1.07383148096774	ESPL1	ENSG00000135476.9
-0.974324067502589	RP11-121A14.2	ENSG00000235204.1
-0.738445952147069	AC009480.3	ENSG00000223911.1
-0.014396963802383	RP11-421L21.2	ENSG00000235795.1
-0.405860513896932	GS1-124K5.8	ENSG00000244657.1
0.175396376541906	RP11-275H4.1	ENSG00000241231.1
3.04048502026995	AP000439.3	ENSG00000255774.1
-0.529336965693365	LLNLR-259H9.1	ENSG00000280282.1
0.259305670598079	RPL7P22	ENSG00000226544.4
-0.813472746155935	COX6B2	ENSG00000160471.10
-0.625909872571289	RNA5SP442	ENSG00000201920.1
1.587741726224	EPB41L2	ENSG00000079819.14
-0.223552994697372	RP11-588L15.2	ENSG00000250893.1
0.742222224764041	EPHA3	ENSG00000044524.8
0.704637912764144	CENPBD1P1	ENSG00000213753.8
-1.4768994098085	AC002310.10	ENSG00000260494.1
-1.37579558501721	C2orf27A	ENSG00000197927.10
-0.952237732047191	RNU6ATAC25P	ENSG00000221725.1
-0.322797746318211	HMGB1P46	ENSG00000254146.1
0.113325939518953	CTD-3107M8.1	ENSG00000253346.1
0.831494486297607	AC005363.9	ENSG00000255513.1
-0.079722476737959	C1orf35	ENSG00000143793.10
0.0288722634086556	LDHA	ENSG00000134333.11
0.646525681432499	RN7SL446P	ENSG00000244544.2
-0.912332113133479	MIR6794	ENSG00000276181.1
-0.961179983102413	XCL1	ENSG00000143184.4
-0.420403551519105	MIR4740	ENSG00000266392.1
2.04368129934019	RP1-118J21.25	ENSG00000261798.1
-0.0175108918607525	U6	ENSG00000272337.1
1.48308368301226	DNMT3A	ENSG00000119772.14
-0.971336984662403	SRGAP3-AS3	ENSG00000227929.3
0.447591990479138	AC027119.1	ENSG00000229642.1
-0.195459334144655	PDE5A	ENSG00000138735.13
-0.0039508887888754	RP11-176N18.2	ENSG00000264015.1
-0.66952442048024	RP5-1009E24.8	ENSG00000275491.1
1.47289098098313	RPS6KC1	ENSG00000136643.9
-0.845914484286197	RNU6-1045P	ENSG00000252130.1
-1.80227027158081	RP11-823E8.3	ENSG00000274021.1
-1.61522669911367	ZNF304	ENSG00000131845.12
1.98371402362014	RP11-483I13.6	ENSG00000280186.1
